"Portsmouth UA","1112","6972"
"Stockton-on-Tees UA","1112","6944"
"Coventry","1112","6939"
"North Lincolnshire UA","1112","6795"
"Barking and Dagenham","1112","6763"
"Wokingham UA","1112","6735"
"Kensington and Chelsea","1112","6685"
"Redcar and Cleveland UA","1112","6416"
"Torbay UA","1112","6270"
"Hounslow","1112","6189"
"Isle of Wight UA","1112","6008"
"Havering","1112","5983"
"Oxfordshire","1112","5972"
"Luton UA","1112","5963"
"Solihull","1112","5914"
"Hammersmith and Fulham","1112","5859"
"Blackpool UA","1112","5828"
"Knowsley","1112","5675"
"West Berkshire UA","1112","5616"
"Thurrock UA","1112","5580"
"Central Bedfordshire UA","1112","5538"
"Nottingham UA","1112","5460"
"Islington","1112","5432"
"Bournemouth UA","1112","5411"
"Tower Hamlets","1112","5001"
"Telford and the Wrekin UA","1112","4985"
"Kingston upon Thames","1112","4864"
"Merton","1112","4738"
"Wandsworth","1112","4647"
"Camden","1112","4639"
"Halton UA","1112","4605"
"Southwark","1112","4576"
"Windsor and Maidenhead UA","1112","4529"
"Reading UA","1112","4513"
"Walsall","1112","4455"
"Sutton","1112","4406"
"Hartlepool UA","1112","4187"
"Waltham Forest","1112","4153"
"Milton Keynes UA","1112","4036"
"Bedford UA","1112","3983"
"Darlington UA","1112","3929"
"Richmond upon Thames","1112","3776"
"Bath and North East Somerset UA","1112","3288"
"Bracknell Forest UA","1112","3119"
"Slough UA","1112","2611"
"Rutland UA","1112","1835"
"Isles of Scilly","1112","295"
"City of London","1112","211"
"Essex","1011","65325"
"Surrey","1011","64245"
"Lancashire","1011","52605"
"Norfolk","1011","51305"
"North Yorkshire","1011","49220"
"Ealing","1011","48910"
"Hampshire","1011","48570"
"Kent","1011","45035"
"Cornwall","1011","43340"
"Hertfordshire","1011","41150"
"Nottinghamshire","1011","37320"
"Gloucestershire","1011","37115"
"Lincolnshire","1011","36335"
"Birmingham","1011","36085"
"Devon","1011","35690"
"Kirklees","1011","35415"
"Staffordshire","1011","34490"
"Bradford","1011","29670"
"Derbyshire","1011","28830"
"Sandwell","1011","27915"
"Wiltshire","1011","26280"
"West Sussex","1011","26275"
"Bolton","1011","23925"
"Somerset","1011","23310"
"Sefton","1011","22915"
"Leeds","1011","21960"
"Wirral","1011","21660"
"Medway Towns UA","1011","21440"
"Suffolk","1011","21215"
"Cumbria","1011","20595"
"Dudley","1011","20395"
"Leicestershire","1011","20310"
"Cambridgeshire","1011","19935"
"Durham","1011","19440"
"East Sussex","1011","18855"
"Worcestershire","1011","18830"
"Northamptonshire","1011","18420"
"Wakefield","1011","17980"
"Lambeth","1011","17430"
"Buckinghamshire","1011","16845"
"Manchester","1011","16825"
"Sheffield","1011","16575"
"Stockport","1011","16310"
"Shropshire","1011","15980"
"Cheshire East UA","1011","15885"
"Liverpool","1011","15580"
"Northumberland","1011","15450"
"South Tyneside","1011","15155"
"Tameside","1011","15050"
"East Riding of Yorkshire UA","1011","14735"
"Plymouth UA","1011","14570"
"Southend-on-Sea UA","1011","14525"
"Warwickshire","1011","14375"
"Wolverhampton","1011","14210"
"Cheshire West and Chester UA","1011","13750"
"Newham","1011","13600"
"Bristol UA","1011","13245"
"Dorset","1011","13070"
"Wigan","1011","12790"
"Trafford","1011","12570"
"North Tyneside","1011","12485"
"Barnet","1011","12280"
"Brent","1011","11950"
"Newcastle upon Tyne","1011","11805"
"Redbridge","1011","11775"
"Lewisham","1011","11770"
"Leicester UA","1011","11650"
"Bromley","1011","11265"
"Croydon","1011","11180"
"North Somerset UA","1011","11055"
"Salford","1011","10985"
"Derby UA","1011","10925"
"Herefordshire UA","1011","10910"
"Stoke-on-Trent UA","1011","10875"
"Rotherham","1011","10815"
"Oxfordshire","1011","10715"
"Southampton UA","1011","10710"
"North East Lincolnshire UA","1011","10680"
"Greenwich","1011","10280"
"Westminster","1011","9720"
"York UA","1011","9500"
"Doncaster","1011","9445"
"Harrow","1011","9355"
"Hackney","1011","9330"
"Sunderland","1011","9285"
"Bexley","1011","9020"
"Kingston upon Hull UA","1011","8960"
"Enfield","1011","8640"
"South Gloucestershire UA","1011","8630"
"Middlesbrough UA","1011","8555"
"Poole UA","1011","8435"
"Coventry","1011","8370"
"Oldham","1011","8345"
"Swindon UA","1011","8215"
"Brighton and Hove UA","1011","8140"
"Rochdale","1011","8005"
"St. Helens","1011","7870"
"Blackburn with Darwen UA","1011","7785"
"Portsmouth UA","1011","7685"
"Bury","1011","7660"
"Hounslow","1011","7585"
"Warrington UA","1011","7490"
"Barking and Dagenham","1011","7395"
"Stockton-on-Tees UA","1011","7315"
"Kensington and Chelsea","1011","7275"
"Wokingham UA","1011","7205"
"Haringey","1011","7145"
"Peterborough UA","1011","7120"
"North Lincolnshire UA","1011","6785"
"Gateshead","1011","6690"
"Islington","1011","6635"
"Calderdale","1011","6615"
"Isle of Wight UA","1011","6560"
"Torbay UA","1011","6525"
"Havering","1011","6500"
"Barnsley","1011","6260"
"Redcar and Cleveland UA","1011","6205"
"Luton UA","1011","6080"
"Bournemouth UA","1011","6070"
"Blackpool UA","1011","6060"
"Sutton","1011","5775"
"Central Bedfordshire UA","1011","5765"
"West Berkshire UA","1011","5715"
"Telford and the Wrekin UA","1011","5615"
"Knowsley","1011","5465"
"Camden","1011","5360"
"Southwark","1011","5225"
"Solihull","1011","5165"
"Tower Hamlets","1011","5115"
"Bedford UA","1011","5075"
"Hammersmith and Fulham","1011","4995"
"Reading UA","1011","4905"
"Merton","1011","4830"
"Windsor and Maidenhead UA","1011","4740"
"Wandsworth","1011","4615"
"Bath and North East Somerset UA","1011","4550"
"Halton UA","1011","4525"
"Thurrock UA","1011","4450"
"Hartlepool UA","1011","4335"
"Milton Keynes UA","1011","4125"
"Waltham Forest","1011","4115"
"Darlington UA","1011","4055"
"Kingston upon Thames","1011","3855"
"Bracknell Forest UA","1011","3775"
"Hillingdon","1011","3540"
"Slough UA","1011","3235"
"Richmond upon Thames","1011","2760"
"Nottingham UA","1011","1935"
"Rutland UA","1011","1785"
"Walsall","1011","1145"
"City of London","1011","270"
"Isles of Scilly","1011","200"
