Unnamed: 0,Unnamed: 1,Current LA code,Local authority,County,Region,Usual residents 1991,Usual residents 2001,Usual residents 2011,Percentage change in usual residents 2001,Percentage change in usual residents 2011,Population density (km2) 2001,Population density (km2) 2011,Sex ratio 2001,Sex ratio 2011,Median age 2001,Median age 2011,Percentage of population aged 0-4 2001,Percentage of population aged 0-4 2011,Percentage of population aged 0-14 2001,Percentage of population aged 0-14 2011,Percentage of population aged 15-64 2001,Percentage of population aged 15-64 2011,Percentage of population aged 65 and over 2001,Percentage of population aged 65 and over 2011,Percentage of population aged 90 and over 2001,Percentage of population aged 90 and over 2011,Short term residents 2011,"Short-term residents per 10,000 usual residents 2011",Households 2001,Households 2011,Percentage change in households 2011,Average household size (persons) 2011,Response rate 2001,Response rate 2011,Internet return rates 2011
174.0,31UG,E07000133,Melton,Leicestershire,East Midlands,"45,300","47,900","50,376",5.7,5.2,100.0,105,97.1,96.3,40.0,43.0,5.6,5.5,18.6,16.9,65.3,64.7,16.1,18.4,0.6,0.8,22,4.4,"20,000","21,490",7.5,2.3,96.4,96.2,14.3
203.0,31UH,E07000134,North West Leicestershire,Leicestershire,East Midlands,"81,000","85,700","93,468",5.8,9.1,307.0,335,97.5,98.3,39.0,42.0,5.8,5.9,18.4,17.7,65.5,64.9,16.0,17.4,0.5,0.7,35,3.7,"36,000","39,128",8.7,2.4,98.2,96.3,16.0
209.0,31UJ,E07000135,Oadby and Wigston,Leicestershire,East Midlands,"52,900","55,800","56,170",5.5,0.7,2370.0,"2,388",95.1,93.7,39.0,41.0,5.2,5.1,18.5,16.1,64.5,64.5,17.4,19.4,0.7,0.9,100,17.8,"22,000","21,339",-3.0,2.5,95.9,96.1,15.5
26.0,32UB,E07000136,Boston,Lincolnshire,East Midlands,"53,300","55,800","64,637",4.7,15.8,154.0,179,96.5,95.3,42.0,42.0,5.4,5.9,17.6,16.4,63.1,63.9,19.9,19.7,0.9,0.8,290,44.9,"24,000","27,291",13.7,2.3,97.1,96.7,10.5
95.0,32UC,E07000137,East Lindsey,Lincolnshire,East Midlands,"117,700","130,700","136,401",11.0,4.4,74.0,77,96.4,94.9,45.0,49.0,4.7,4.5,16.4,14.2,61.2,59.8,22.3,26.0,0.8,1.0,105,7.7,"56,000","60,890",8.7,2.2,96.0,97.1,11.0
165.0,32UD,E07000138,Lincoln,Lincolnshire,East Midlands,"84,000","85,600","93,541",1.9,9.3,2398.0,"2,621",95.0,95.8,35.0,34.0,5.8,5.9,18.7,15.4,65.9,70.4,15.4,14.2,0.6,0.8,362,38.7,"37,000","39,825",7.6,2.2,93.6,96.6,16.1
197.0,32UE,E07000139,North Kesteven,Lincolnshire,East Midlands,"80,000","94,400","107,766",18.0,14.2,102.0,117,95.9,95.4,41.0,44.0,5.4,5.1,18.2,16.4,63.5,62.7,18.2,20.9,0.6,0.9,307,28.5,"39,000","45,972",17.9,2.3,97.8,96.7,15.2
258.0,32UF,E07000140,South Holland,Lincolnshire,East Midlands,"67,500","76,700","88,270",13.6,15.1,103.0,119,95.7,95.5,44.0,45.0,5.0,5.1,16.8,15.6,61.7,62.1,21.6,22.3,0.8,1.0,185,21.0,"33,000","37,264",12.9,2.3,97.0,96.8,12.9
259.0,32UG,E07000141,South Kesteven,Lincolnshire,East Midlands,"109,500","124,900","133,788",14.1,7.1,133.0,142,95.9,93.5,39.0,43.0,5.6,5.6,19.2,17.1,64.5,63.8,16.6,19.1,0.6,0.9,84,6.3,"52,000","57,344",10.3,2.3,95.6,96.8,14.2
328.0,32UH,E07000142,West Lindsey,Lincolnshire,East Midlands,"76,500","79,600","89,250",4.1,12.1,69.0,77,96.1,95.0,42.0,45.0,5.0,4.9,18.3,16.0,63.7,63.1,18.5,20.9,0.6,0.9,21,2.4,"33,000","38,385",16.3,2.3,98.3,96.9,13.7
71.0,34UB,E07000150,Corby,Northamptonshire,East Midlands,"53,300","53,400","61,255",0.2,14.7,665.0,763,95.6,96.9,37.0,37.0,6.2,7.4,21.0,19.4,65.2,67.0,13.9,13.6,0.4,0.4,65,10.6,"22,000","25,215",14.6,2.4,95.8,94.0,18.8
82.0,34UC,E07000151,Daventry,Northamptonshire,East Midlands,"62,800","72,000","77,843",14.6,8.1,109.0,117,100.3,99.9,38.0,43.0,6.0,5.6,20.1,17.7,66.4,65.4,13.6,16.9,0.4,0.7,54,6.9,"29,000","31,647",9.1,2.4,98.4,96.7,16.7
96.0,34UD,E07000152,East Northamptonshire,Northamptonshire,East Midlands,"68,300","76,800","86,765",12.4,13.0,151.0,170,98.2,98.5,38.0,42.0,6.3,6.0,19.8,18.4,65.2,64.8,14.7,16.8,0.7,0.8,115,13.3,"31,000","35,662",15.0,2.4,98.1,96.8,16.6
152.0,34UE,E07000153,Kettering,Northamptonshire,East Midlands,"76,600","82,300","93,475",7.4,13.6,352.0,400,96.4,96.5,38.0,40.0,6.0,6.7,19.3,18.7,65.0,65.2,15.6,16.0,0.7,0.8,85,9.1,"34,000","39,701",16.8,2.3,98.0,96.0,17.0
204.0,34UF,E07000154,Northampton,Northamptonshire,East Midlands,"184,000","194,400","212,069",5.7,9.1,2407.0,"2,626",96.4,96.5,35.0,36.0,6.3,7.5,19.5,19.1,66.8,67.6,13.6,13.3,0.6,0.7,530,25.0,"81,000","88,731",9.5,2.3,93.7,94.2,18.8
262.0,34UG,E07000155,South Northamptonshire,Northamptonshire,East Midlands,"70,700","79,500","85,189",12.4,7.2,125.0,134,99.2,97.7,39.0,43.0,6.0,5.6,19.9,18.2,66.2,64.9,14.0,16.9,0.6,0.7,46,5.4,"32,000","34,717",8.5,2.4,95.9,97.8,16.7
322.0,34UH,E07000156,Wellingborough,Northamptonshire,East Midlands,"68,300","72,500","75,356",6.1,3.9,445.0,462,98.4,96.9,37.0,40.0,6.2,6.7,19.9,18.7,65.4,64.9,14.8,16.4,0.6,0.7,83,11.0,"30,000","32,057",6.9,2.3,94.6,95.5,17.0
5.0,37UB,E07000170,Ashfield,Nottinghamshire,East Midlands,"108,900","111,500","119,497",2.4,7.2,1018.0,"1,091",95.3,96.4,38.0,41.0,5.7,6.2,18.8,17.8,65.4,65.3,15.7,16.9,0.5,0.7,41,3.4,"47,000","50,931",8.4,2.3,96.7,95.1,15.3
15.0,37UC,E07000171,Bassetlaw,Nottinghamshire,East Midlands,"104,800","107,800","112,863",2.9,4.7,169.0,177,97.6,98.6,39.0,43.0,5.6,5.4,18.6,16.6,65.3,64.8,16.2,18.6,0.6,0.7,51,4.5,"45,000","47,667",5.9,2.3,97.4,95.6,13.4
41.0,37UD,E07000172,Broxtowe,Nottinghamshire,East Midlands,"108,200","107,500","109,487",-0.6,1.8,1342.0,"1,367",96.9,97.7,39.0,42.0,5.1,5.6,17.6,15.8,66.1,65.8,16.4,18.4,0.6,0.8,340,31.1,"45,000","46,820",4.0,2.3,97.9,94.7,16.6
115.0,37UE,E07000173,Gedling,Nottinghamshire,East Midlands,"110,500","111,800","113,543",1.2,1.6,932.0,946,94.4,95.1,40.0,42.0,5.3,5.7,17.8,16.7,65.3,64.7,17.0,18.5,0.7,0.7,26,2.3,"48,000","49,349",2.8,2.3,95.9,94.6,15.7
172.0,37UF,E07000174,Mansfield,Nottinghamshire,East Midlands,"101,000","98,100","104,466",-2.9,6.5,1279.0,"1,362",94.6,96.5,38.0,41.0,5.5,6.1,19.3,17.0,64.3,65.9,16.3,17.2,0.5,0.7,52,5.0,"41,000","44,928",9.6,2.3,98.1,95.3,14.8
187.0,37UG,E07000175,Newark and Sherwood,Nottinghamshire,East Midlands,"103,100","106,400","114,817",3.2,7.9,163.0,176,95.2,97.1,40.0,43.0,5.5,5.5,18.7,16.9,63.9,64.1,17.3,19.0,0.7,0.8,45,3.9,"45,000","48,773",8.4,2.3,96.6,96.3,14.3
237.0,37UJ,E07000176,Rushcliffe,Nottinghamshire,East Midlands,"98,500","105,800","111,129",7.4,5.0,259.0,272,96.3,96.9,39.0,42.0,5.6,5.8,18.2,17.3,65.5,64.3,16.3,18.4,0.8,0.8,84,7.6,"44,000","45,835",4.2,2.4,96.9,95.6,17.1
137.0,00GA,E06000019,"Herefordshire, County of UA",Hereforshire,West Midlands,"160,400","174,900","183,477",9.0,4.9,80.0,84,95.4,96.9,42.0,44.0,5.4,5.2,18.1,15.9,62.6,62.8,19.3,21.3,0.7,1.0,"1,289",70.3,"74,000","78,319",5.8,2.3,94.4,94.2,11.7
295.0,00GF,E06000020,Telford and Wrekin UA,Shropshire,West Midlands,"141,300","158,600","166,641",12.2,5.1,546.0,574,96.8,98.2,36.0,38.0,6.6,6.8,20.8,19.2,66.6,66.4,12.4,14.5,0.4,0.5,182,10.9,"64,000","66,608",4.1,2.5,94.2,92.9,16.3
280.0,00GL,E06000021,Stoke-on-Trent UA,Staffordshire,West Midlands,"249,400","240,400","249,008",-3.6,3.6,2572.0,"2,665",94.9,99.2,37.0,38.0,5.7,6.9,18.6,18.3,65.1,66.1,16.3,15.6,0.5,0.6,429,17.2,"103,000","107,575",4.4,2.3,95.5,93.7,15.3
250.0,00GG,E06000051,Shropshire UA,Shropshire,West Midlands,"268,700","283,300","306,129",5.4,8.1,89.0,96,98.0,98.1,41.0,44.0,5.4,5.1,17.8,16.1,64.1,63.2,18.1,20.7,0.7,0.9,431,14.1,"117,000","129,674",10.8,2.3,97.8,94.2,11.9
48.0,41UB,E07000192,Cannock Chase,Staffordshire,West Midlands,"89,300","92,200","97,462",3.2,5.7,1169.0,"1,236",97.0,97.5,37.0,40.0,6.2,6.0,19.6,17.6,66.5,66.4,13.8,16.1,0.4,0.6,68,7.0,"37,000","40,664",9.9,2.4,98.0,95.4,14.5
98.0,41UC,E07000193,East Staffordshire,Staffordshire,West Midlands,"97,900","103,900","113,583",6.1,9.3,268.0,294,94.9,98.6,38.0,40.0,6.2,6.2,19.9,17.8,64.4,65.3,15.6,16.8,0.6,0.7,186,16.4,"43,000","47,251",9.9,2.4,95.9,95.4,15.6
164.0,41UD,E07000194,Lichfield,Staffordshire,West Midlands,"93,100","93,200","100,654",0.1,8.0,281.0,304,96.6,98.4,41.0,44.0,5.4,5.3,18.0,16.3,66.4,63.6,15.6,20.1,0.6,0.8,78,7.7,"38,000","41,224",8.5,2.4,97.8,95.9,15.9
189.0,41UE,E07000195,Newcastle-under-Lyme,Staffordshire,West Midlands,"120,800","122,000","123,871",1.0,1.5,578.0,587,94.3,97.7,39.0,41.0,5.2,5.1,17.4,15.9,65.7,66.0,17.0,18.2,0.6,0.7,356,28.7,"51,000","52,574",3.1,2.3,97.1,94.4,14.7
266.0,41UF,E07000196,South Staffordshire,Staffordshire,West Midlands,"104,600","105,900","108,131",1.2,2.1,260.0,265,97.4,97.0,41.0,45.0,5.0,4.5,17.8,15.1,66.3,64.1,16.1,20.8,0.6,0.8,44,4.1,"42,000","44,458",5.9,2.4,97.7,95.5,13.8
275.0,41UG,E07000197,Stafford,Staffordshire,West Midlands,"119,500","120,700","130,869",1.0,8.4,202.0,219,98.2,100.4,40.0,43.0,5.0,5.4,17.1,15.9,65.9,64.8,16.9,19.3,0.7,0.9,347,26.5,"50,000","55,703",11.4,2.3,98.2,94.8,16.8
276.0,41UH,E07000198,Staffordshire Moorlands,Staffordshire,West Midlands,"95,700","94,600","97,106",-1.1,2.6,164.0,169,96.9,96.9,41.0,45.0,5.1,4.8,17.0,15.3,65.5,63.7,17.4,21.0,0.5,0.9,16,1.6,"39,000","41,772",7.1,2.3,98.6,95.3,12.6
291.0,41UK,E07000199,Tamworth,Staffordshire,West Midlands,"70,500","74,600","76,813",5.8,3.0,2420.0,"2,490",96.8,96.4,35.0,39.0,6.7,6.6,21.0,18.7,67.7,66.8,11.1,14.5,0.4,0.5,32,4.2,"29,000","31,617",9.0,2.4,95.9,95.4,17.8
202.0,44UB,E07000218,North Warwickshire,Warwickshire,West Midlands,"61,000","61,800","62,014",1.3,0.3,217.0,218,96.8,97.4,39.0,43.0,5.5,5.3,18.4,16.5,66.5,65.2,15.0,18.4,0.5,0.7,17,2.7,"25,000","25,812",3.2,2.4,96.6,96.5,14.1
208.0,44UC,E07000219,Nuneaton and Bedworth,Warwickshire,West Midlands,"117,500","119,200","125,252",1.4,5.1,1509.0,"1,586",96.5,96.3,38.0,40.0,6.0,6.3,19.8,17.8,65.4,65.4,14.8,16.7,0.4,0.6,57,4.6,"49,000","52,711",7.6,2.4,96.5,95.4,15.5
235.0,44UD,E07000220,Rugby,Warwickshire,West Midlands,"85,000","87,500","100,075",2.9,14.4,249.0,285,98.4,99.4,39.0,40.0,5.9,6.3,18.9,18.1,65.3,64.6,16.1,17.3,0.7,0.8,154,15.4,"36,000","41,875",16.3,2.3,98.6,95.6,17.1
281.0,44UE,E07000221,Stratford-on-Avon,Warwickshire,West Midlands,"105,400","111,600","120,485",5.9,8.0,114.0,123,93.8,94.4,42.0,46.0,5.4,5.0,17.3,15.8,64.5,62.2,18.1,22.1,0.8,1.1,216,17.9,"47,000","51,928",10.5,2.3,97.8,97.4,14.9
317.0,44UF,E07000222,Warwick,Warwickshire,West Midlands,"118,100","126,100","137,648",6.8,9.2,446.0,487,96.7,99.5,38.0,39.0,5.4,5.8,17.0,16.1,66.5,67.1,16.3,16.7,0.7,0.8,820,59.6,"53,000","58,679",10.7,2.3,95.3,95.7,18.7
39.0,47UB,E07000234,Bromsgrove,Worcestershire,West Midlands,"83,200","87,900","93,637",5.6,6.5,405.0,432,96.6,97.8,41.0,44.0,5.1,5.1,18.1,16.3,64.6,63.3,17.2,20.4,0.8,1.1,67,7.2,"35,000","38,290",9.4,2.4,97.8,97.3,14.3
170.0,47UC,E07000235,Malvern Hills,Worcestershire,West Midlands,"70,000","72,200","74,631",3.1,3.4,125.0,129,94.3,94.9,44.0,47.0,4.7,4.4,16.9,15.3,62.2,60.6,20.8,24.1,1.0,1.2,113,15.1,"30,000","32,212",7.4,2.2,98.3,97.3,12.8
224.0,47UD,E07000236,Redditch,Worcestershire,West Midlands,"78,800","78,800","84,214",0.0,6.9,1452.0,"1,552",97.0,98.8,36.0,38.0,6.3,6.7,20.1,18.4,67.6,67.5,12.2,14.1,0.4,0.6,92,10.9,"32,000","34,722",8.5,2.4,98.2,95.8,16.4
341.0,47UE,E07000237,Worcester,Worcestershire,West Midlands,"83,300","93,400","98,768",12.1,5.7,2806.0,"2,968",95.2,96.7,36.0,37.0,6.5,6.4,19.1,17.6,66.6,67.6,14.5,14.8,0.5,0.7,224,22.7,"39,000","42,042",7.8,2.3,96.8,95.5,15.8
344.0,47UF,E07000238,Wychavon,Worcestershire,West Midlands,"101,900","113,100","116,944",11.0,3.4,170.0,176,97.4,96.5,41.0,45.0,5.4,4.9,17.7,15.8,64.7,62.8,17.6,21.4,0.6,1.0,165,14.1,"47,000","49,466",5.2,2.3,97.2,97.3,13.7
347.0,47UG,E07000239,Wyre Forest,Worcestershire,West Midlands,"95,200","96,900","97,975",1.8,1.1,496.0,501,96.8,97.2,40.0,44.0,5.3,5.4,17.4,16.0,65.6,63.1,16.7,20.9,0.7,0.9,35,3.6,"40,000","42,985",7.5,2.3,95.6,96.6,13.5
19.0,00CN,E08000025,Birmingham,West Midlands,West Midlands,"1,004,500","984,600","1,073,045",-2.0,9.0,3677.0,"4,007",95.6,96.8,33.0,32.0,7.1,7.6,21.8,21.4,63.8,65.7,14.4,12.9,0.5,0.6,"5,063",47.2,"391,000","410,736",5.0,2.6,90.7,90.8,18.7
75.0,00CQ,E08000026,Coventry,West Midlands,West Midlands,"303,900","302,800","316,960",-0.4,4.7,3069.0,"3,213",99.6,98.9,35.0,34.0,6.2,7.1,19.6,18.5,65.2,66.9,15.2,14.6,0.5,0.7,"2,883",91.0,"122,000","128,592",5.4,2.4,91.6,93.8,18.2
88.0,00CR,E08000027,Dudley,West Midlands,West Midlands,"307,700","305,100","312,925",-0.8,2.6,3115.0,"3,194",96.3,96.7,39.0,41.0,5.7,6.0,18.6,17.7,64.6,63.7,16.7,18.6,0.5,0.7,141,4.5,"125,000","129,867",3.9,2.4,98.0,95.2,14.0
242.0,00CS,E08000028,Sandwell,West Midlands,West Midlands,"292,600","284,600","308,063",-2.7,8.2,3325.0,"3,601",94.5,96.9,36.0,36.0,6.4,7.4,20.2,20.2,63.4,64.6,16.4,15.2,0.5,0.7,542,17.6,"115,000","121,498",5.7,2.5,94.6,93.2,15.2
252.0,00CT,E08000029,Solihull,West Midlands,West Midlands,"200,400","199,600","206,674",-0.4,3.5,1120.0,"1,159",94.1,94.4,40.0,42.0,5.6,5.6,19.6,17.6,63.6,63.2,16.9,19.2,0.6,0.9,269,13.0,"81,000","86,056",6.2,2.4,97.8,95.6,16.4
313.0,00CU,E08000030,Walsall,West Midlands,West Midlands,"261,300","253,300","269,323",-3.1,6.3,2437.0,"2,591",94.5,96.6,37.0,39.0,6.5,6.8,20.3,19.5,63.5,63.5,16.2,17.0,0.5,0.6,221,8.2,"101,000","107,822",6.8,2.5,96.7,92.9,14.2
340.0,00CW,E08000031,Wolverhampton,West Midlands,West Midlands,"248,500","238,000","249,470",-4.2,4.8,3428.0,"3,593",97.3,97.9,37.0,37.0,5.9,6.7,19.4,18.5,63.8,65.2,16.8,16.3,0.6,0.7,774,31.0,"97,000","102,177",5.3,2.4,96.3,91.7,14.9
214.0,00JA,E06000031,Peterborough UA,Cambridgeshire,East of England,"154,200","157,400","183,631",2.1,16.7,458.0,535,96.3,97.9,35.0,35.0,6.5,7.6,20.4,20.0,65.6,66.5,14.1,13.5,0.5,0.6,538,29.3,"66,000","74,023",12.2,2.5,96.0,93.4,16.9
167.0,00KA,E06000032,Luton UA,Bedforshire,East of England,"173,700","185,900","203,201",7.0,9.3,4285.0,"4,687",101.6,100.7,33.0,32.0,7.2,8.2,21.8,21.7,66.1,66.6,11.9,11.8,0.4,0.5,"1,234",60.7,"71,000","74,293",4.6,2.7,86.3,92.8,22.0
269.0,00KF,E06000033,Southend-on-Sea UA,Essex,East of England,"161,200","160,400","173,658",-0.5,8.3,3842.0,"4,159",92.0,96.0,39.0,40.0,6.0,6.5,18.8,17.8,62.0,64.5,19.1,17.7,1.1,1.1,188,10.8,"71,000","74,678",5.2,2.3,93.6,92.7,17.6
302.0,00KG,E06000034,Thurrock UA,Essex,East of England,"128,700","143,300","157,705",11.3,10.1,877.0,965,95.0,97.4,35.0,36.0,7.0,7.6,20.7,20.4,66.2,66.9,13.0,12.7,0.4,0.5,223,14.1,"58,000","62,353",7.5,2.5,89.8,92.6,18.3
17.0,00KB,E06000055,Bedford UA,Bedforshire,East of England,"135,400","148,100","157,479",9.4,6.3,311.0,331,97.6,96.4,37.0,39.0,6.3,6.4,19.4,18.7,65.8,65.5,14.9,15.8,0.6,0.7,385,24.4,"60,000","63,812",6.4,2.4,92.9,96.1,17.4
54.0,00KC,E06000056,Central Bedfordshire UA,Bedforshire,East of England,"220,500","234,000","254,381",6.1,8.7,327.0,355,98.6,98.2,37.0,40.0,6.4,6.3,20.2,18.3,66.4,66.1,13.6,15.7,0.5,0.6,931,36.6,"94,000","104,399",11.1,2.4,97.0,96.6,17.6
46.0,12UB,E07000008,Cambridge,Cambridgeshire,East of England,"106,700","109,900","123,867",3.0,12.7,2702.0,"3,044",101.7,103.5,31.0,31.0,4.6,5.4,13.6,13.5,73.3,74.7,13.1,11.8,0.6,0.8,"3,287",265.4,"43,000","46,714",8.6,2.3,92.6,91.7,21.6
90.0,12UC,E07000009,East Cambridgeshire,Cambridgeshire,East of England,"60,900","73,400","83,818",20.5,14.2,113.0,129,97.8,97.8,39.0,40.0,5.9,6.6,18.7,18.3,65.0,64.6,16.5,17.1,0.7,0.8,143,17.1,"30,000","34,614",15.4,2.4,93.1,95.2,15.7
109.0,12UD,E07000010,Fenland,Cambridgeshire,East of England,"75,100","83,700","95,262",11.5,13.8,153.0,174,95.1,96.6,41.0,43.0,5.7,5.5,18.4,16.4,62.5,63.4,19.4,20.3,0.8,0.9,125,13.1,"35,000","40,620",16.1,2.3,97.2,94.9,12.4
144.0,12UE,E07000011,Huntingdonshire,Cambridgeshire,East of England,"146,100","157,200","169,508",7.6,7.8,173.0,187,98.9,99.5,37.0,41.0,6.5,6.0,20.4,17.8,66.7,66.1,13.0,16.1,0.5,0.7,185,10.9,"63,000","69,333",10.1,2.4,95.5,94.9,17.4
254.0,12UG,E07000012,South Cambridgeshire,Cambridgeshire,East of England,"121,900","130,500","148,755",7.1,14.0,145.0,165,98.0,98.4,39.0,41.0,5.8,6.3,18.9,18.5,66.4,64.9,14.7,16.6,0.6,0.8,370,24.9,"52,000","59,960",15.3,2.4,96.5,95.1,17.9
13.0,22UB,E07000066,Basildon,Essex,East of England,"161,900","165,900","174,497",2.5,5.2,1508.0,"1,586",93.6,94.2,37.0,39.0,6.4,6.5,20.0,18.9,65.3,65.1,14.8,16.0,0.5,0.7,113,6.5,"69,000","72,746",5.4,2.4,95.8,95.1,17.9
30.0,22UC,E07000067,Braintree,Essex,East of England,"119,500","132,500","147,084",10.9,11.0,217.0,240,96.9,96.3,38.0,41.0,6.3,6.4,19.8,18.5,65.4,65.0,14.9,16.6,0.7,0.8,97,6.6,"54,000","61,043",13.0,2.4,97.4,95.5,15.8
33.0,22UD,E07000068,Brentwood,Essex,East of England,"70,700","68,500","73,601",-3.1,7.4,447.0,481,94.1,93.6,41.0,43.0,5.4,5.3,17.8,17.1,63.5,63.8,18.4,19.1,0.7,1.0,79,10.7,"29,000","30,646",5.7,2.4,97.7,95.7,16.9
53.0,22UE,E07000069,Castle Point,Essex,East of England,"86,900","86,700","88,011",-0.2,1.5,1923.0,"1,953",95.7,95.1,41.0,45.0,5.2,4.7,17.9,15.6,65.1,62.8,17.1,21.6,0.6,0.9,17,1.9,"35,000","36,440",4.1,2.4,95.2,95.2,13.8
57.0,22UF,E07000070,Chelmsford,Essex,East of England,"153,500","157,300","168,310",2.5,7.0,464.0,497,97.2,97.1,38.0,40.0,5.6,5.9,18.6,17.4,66.8,66.0,14.7,16.6,0.6,0.8,268,15.9,"65,000","69,667",7.2,2.4,96.4,95.6,16.7
68.0,22UG,E07000071,Colchester,Essex,East of England,"146,400","156,000","173,074",6.6,10.9,474.0,526,98.2,97.3,37.0,38.0,6.1,6.2,18.7,17.1,66.7,67.1,14.8,15.8,0.6,0.8,774,44.7,"64,000","71,634",11.9,2.3,95.4,94.2,16.7
104.0,22UH,E07000072,Epping Forest,Essex,East of England,"115,700","121,000","124,659",4.6,3.0,357.0,368,94.2,94.1,39.0,42.0,6.0,5.9,18.5,17.2,64.6,64.7,16.9,18.1,0.7,0.9,113,9.1,"51,000","51,991",1.9,2.4,94.3,95.7,14.4
129.0,22UJ,E07000073,Harlow,Essex,East of England,"75,000","78,800","81,944",5.1,4.0,2580.0,"2,683",94.1,93.9,35.0,37.0,6.9,7.3,20.2,19.4,65.1,65.6,14.7,15.0,0.4,0.6,114,13.9,"33,000","34,620",4.9,2.4,95.7,95.7,18.5
169.0,22UK,E07000074,Maldon,Essex,East of England,"52,800","59,600","61,629",12.9,3.4,166.0,172,98.0,97.7,40.0,45.0,5.9,4.9,19.1,16.2,65.4,63.7,15.4,20.1,0.7,1.0,19,3.1,"24,000","25,817",7.6,2.4,97.5,96.3,13.3
231.0,22UL,E07000075,Rochford,Essex,East of England,"75,500","78,700","83,287",4.2,5.8,464.0,491,94.3,96.0,40.0,44.0,5.7,5.2,18.6,16.7,63.7,63.3,17.7,20.0,0.6,0.8,9,1.1,"32,000","33,564",4.9,2.5,98.3,95.7,16.7
296.0,22UN,E07000076,Tendring,Essex,East of England,"125,900","138,800","138,048",10.2,-0.5,411.0,409,91.7,91.8,46.0,48.0,5.0,4.9,16.5,15.2,57.4,57.8,26.0,27.0,1.2,1.4,46,3.3,"62,000","62,105",0.2,2.2,93.2,96.4,10.9
310.0,22UQ,E07000077,Uttlesford,Essex,East of England,"65,400","69,000","79,443",5.5,15.1,108.0,124,99.4,97.4,40.0,42.0,5.8,5.9,19.1,18.8,65.5,64.1,15.2,17.1,0.7,0.9,96,12.1,"28,000","31,316",11.8,2.5,97.9,95.6,16.5
40.0,26UB,E07000095,Broxbourne,Hertfordshire,East of England,"81,700","87,200","93,609",6.7,7.3,1695.0,"1,820",94.2,94.0,37.0,39.0,6.2,6.6,19.5,18.8,65.8,64.8,14.7,16.3,0.5,0.6,93,9.9,"35,000","37,658",7.6,2.5,95.4,95.6,15.7
79.0,26UC,E07000096,Dacorum,Hertfordshire,East of England,"133,200","137,800","144,847",3.5,5.1,649.0,682,96.9,97.0,38.0,40.0,6.3,6.7,19.7,18.6,65.2,65.6,15.2,15.8,0.6,0.8,244,16.8,"56,000","59,938",7.0,2.4,94.7,94.8,19.3
94.0,26UD,E07000097,East Hertfordshire,Hertfordshire,East of England,"117,300","129,100","137,687",10.1,6.7,271.0,289,96.2,96.7,37.0,40.0,6.4,6.0,19.7,18.6,66.6,65.9,13.8,15.4,0.5,0.7,300,21.8,"52,000","56,577",8.8,2.4,96.3,95.6,18.4
138.0,26UE,E07000098,Hertsmere,Hertfordshire,East of England,"90,000","94,500","100,031",5.0,5.9,934.0,989,93.3,93.3,38.0,39.0,6.1,6.7,19.5,18.9,64.1,64.8,16.3,16.3,0.7,0.9,236,23.6,"38,000","39,778",4.7,2.5,94.5,94.8,18.3
196.0,26UF,E07000099,North Hertfordshire,Hertfordshire,East of England,"112,400","117,100","127,114",4.2,8.6,312.0,339,95.0,96.4,38.0,40.0,6.1,6.3,19.3,18.2,64.7,64.7,16.0,17.1,0.8,0.9,97,7.6,"49,000","53,426",9.0,2.4,96.9,96.2,18.9
272.0,26UG,E07000100,St Albans,Hertfordshire,East of England,"126,200","129,200","140,664",2.4,8.9,802.0,873,96.8,96.4,38.0,39.0,6.7,7.3,19.4,20.1,65.7,64.4,14.9,15.5,0.6,0.8,433,30.8,"53,000","56,140",5.9,2.5,95.5,95.5,19.2
277.0,26UH,E07000101,Stevenage,Hertfordshire,East of England,"75,700","79,800","83,957",5.4,5.2,3074.0,"3,234",96.6,97.7,35.0,37.0,6.5,7.0,21.1,19.0,65.2,66.8,13.8,14.1,0.4,0.6,114,13.6,"33,000","34,898",5.8,2.4,96.1,95.4,19.2
301.0,26UJ,E07000102,Three Rivers,Hertfordshire,East of England,"79,000","82,900","87,317",4.9,5.3,933.0,983,93.7,94.3,39.0,41.0,6.2,6.2,19.3,18.7,63.9,64.4,16.6,16.8,0.8,0.9,156,17.9,"34,000","35,108",3.3,2.5,94.7,95.6,18.6
318.0,26UK,E07000103,Watford,Hertfordshire,East of England,"74,900","80,400","90,301",7.3,12.3,3754.0,"4,215",98.5,98.6,35.0,35.0,6.3,7.5,19.3,19.3,67.5,68.3,13.2,12.3,0.6,0.6,255,28.2,"32,000","36,681",14.6,2.4,93.5,93.5,22.0
323.0,26UL,E07000104,Welwyn Hatfield,Hertfordshire,East of England,"93,800","97,600","110,535",4.1,13.3,753.0,853,94.4,96.8,38.0,36.0,5.8,6.1,18.5,17.1,64.3,67.6,17.2,15.3,0.6,0.8,"1,260",114.0,"40,000","43,613",9.0,2.4,94.5,93.8,19.0
31.0,33UB,E07000143,Breckland,Norfolk,East of England,"107,900","121,600","130,491",12.7,7.3,93.0,100,98.0,97.9,41.0,44.0,5.5,5.7,18.0,16.3,62.7,62.1,19.2,21.6,0.8,1.0,245,18.8,"51,000","54,519",6.9,2.3,94.3,94.9,13.7
37.0,33UC,E07000144,Broadland,Norfolk,East of England,"106,600","118,800","124,646",11.4,4.9,215.0,226,95.1,95.2,42.0,45.0,5.2,4.9,16.9,15.6,63.6,62.1,19.3,22.3,0.8,1.1,57,4.6,"50,000","53,336",6.7,2.3,98.9,97.0,13.6
